item index num(items[i]),id of checkin,createdAt,createdATDateTimeFormat,createdAtDate,,createdAtDay,createdAtTime,venue name,location lat,location long
136,4ff9cac7e4b05369d0f76c3a,1341770439,7/8/12 2:00 PM,"Sunday, July 8, 12","Sunday, July 8, 12",Sunday,2:00 PM,Taverna Kyclades,40.775199,-73.9092831
137,4ff74d7de4b048eef7cfdd98,1341607293,7/6/12 4:41 PM,"Friday, July 6, 12","Friday, July 6, 12",Friday,4:41 PM,ChatID,40.73870023,-73.9890146
138,4ff5a405e4b0d61583753d55,1341498373,7/5/12 10:26 AM,"Thursday, July 5, 12","Thursday, July 5, 12",Thursday,10:26 AM,ChatID,40.73870023,-73.9890146
139,4ff4b2f6e4b0f1c6177e09f6,1341436662,7/4/12 5:17 PM,"Wednesday, July 4, 12","Wednesday, July 4, 12",Wednesday,5:17 PM,Rockaway Beach - 127th Street,40.57378149,-73.84656698
140,4ff46727e4b08a4c7161e6fb,1341417255,7/4/12 11:54 AM,"Wednesday, July 4, 12","Wednesday, July 4, 12",Wednesday,11:54 AM,David's Bagels,40.73224896,-73.98166284
141,4ff32c9fe4b04619c5a9e500,1341336735,7/3/12 1:32 PM,"Tuesday, July 3, 12","Tuesday, July 3, 12",Tuesday,1:32 PM,Giorgio's of Gramercy,40.739568,-73.98872019
142,4ff303eae4b013bcfc7b773b,1341326314,7/3/12 10:38 AM,"Tuesday, July 3, 12","Tuesday, July 3, 12",Tuesday,10:38 AM,ChatID,40.73870023,-73.9890146
143,4ff241f0e4b041a994f51016,1341276656,7/2/12 8:50 PM,"Monday, July 2, 12","Monday, July 2, 12",Monday,8:50 PM,Regal Union Square Stadium 14,40.73416736,-73.99048716
144,4ff1fbdde4b0fd2338235e97,1341258717,7/2/12 3:51 PM,"Monday, July 2, 12","Monday, July 2, 12",Monday,3:51 PM,goodburger,40.73736755,-73.99015091
145,4ff1b131e4b0b29eb20626d8,1341239601,7/2/12 10:33 AM,"Monday, July 2, 12","Monday, July 2, 12",Monday,10:33 AM,ChatID,40.73870023,-73.9890146
146,4ff1b117e4b0dccbdde0fb73,1341239575,7/2/12 10:32 AM,"Monday, July 2, 12","Monday, July 2, 12",Monday,10:32 AM,Murray's Falafel,40.73216623,-73.98190388
147,4ff0c664e4b0b5102eb3972f,1341179492,7/1/12 5:51 PM,"Sunday, July 1, 12","Sunday, July 1, 12",Sunday,5:51 PM,Palladium Athletic Facility,40.73342001,-73.98809062
148,4ff0c64fe4b0d01fb2f6b395,1341179471,7/1/12 5:51 PM,"Sunday, July 1, 12","Sunday, July 1, 12",Sunday,5:51 PM,Stuyvesant Oval Fountain,40.73201292,-73.9775765
149,4ff097e8e4b0c8e6f5ea2e68,1341167592,7/1/12 2:33 PM,"Sunday, July 1, 12","Sunday, July 1, 12",Sunday,2:33 PM,Liquiteria,40.7303135,-73.98622544
150,4ff07f0fe4b04bc47c0cc81e,1341161231,7/1/12 12:47 PM,"Sunday, July 1, 12","Sunday, July 1, 12",Sunday,12:47 PM,Chat 'n Chew,40.73703263,-73.99194719
151,4ff06074e4b09f46ba5d09e2,1341153396,7/1/12 10:36 AM,"Sunday, July 1, 12","Sunday, July 1, 12",Sunday,10:36 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
152,4fefdd5de4b0ccc775999392,1341119837,7/1/12 1:17 AM,"Sunday, July 1, 12","Sunday, July 1, 12",Sunday,1:17 AM,Bathtub Gin,40.74359714,-74.00332704
153,4fef4378e4b066f5085061ad,1341080440,6/30/12 2:20 PM,"Saturday, June 30, 12","Saturday, June 30, 12",Saturday,2:20 PM,Fort Defiance,40.67676747,-74.01352415
154,4fef3e76e4b00a5fd453e151,1341079158,6/30/12 1:59 PM,"Saturday, June 30, 12","Saturday, June 30, 12",Saturday,1:59 PM,Gage + DeSoto,40.67448903,-74.01338644
155,4fef34e6e4b0562c8360c2fd,1341076710,6/30/12 1:18 PM,"Saturday, June 30, 12","Saturday, June 30, 12",Saturday,1:18 PM,NY Water Taxi - IKEA Ferry,40.7033506,-74.00626659
156,4fee590de4b0647d7c339858,1341020429,6/29/12 9:40 PM,"Friday, June 29, 12","Friday, June 29, 12",Friday,9:40 PM,The Sparrow Tavern,40.7729728,-73.91645467
157,4fee492fe4b0005d41280002,1341016367,6/29/12 8:32 PM,"Friday, June 29, 12","Friday, June 29, 12",Friday,8:32 PM,Bohemian Hall & Beer Garden,40.77300702,-73.9158863
158,4fee4909e4b078413a62a11a,1341016329,6/29/12 8:32 PM,"Friday, June 29, 12","Friday, June 29, 12",Friday,8:32 PM,ChatID,40.73870023,-73.9890146
159,4fed149ae4b0a13f9f533fc8,1340937370,6/28/12 10:36 PM,"Thursday, June 28, 12","Thursday, June 28, 12",Thursday,10:36 PM,Mayahuel,40.72718559,-73.98818851
160,4fec7095e4b06e70962dd9c2,1340895381,6/28/12 10:56 AM,"Thursday, June 28, 12","Thursday, June 28, 12",Thursday,10:56 AM,ChatID,40.73870023,-73.9890146
161,4fec7085e4b0961013b9cbc1,1340895365,6/28/12 10:56 AM,"Thursday, June 28, 12","Thursday, June 28, 12",Thursday,10:56 AM,David's Bagels,40.73224896,-73.98166284
162,4fec2dd8e4b0b42a00af6dae,1340878296,6/28/12 6:11 AM,"Thursday, June 28, 12","Thursday, June 28, 12",Thursday,6:11 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
163,4feba0a5e4b07365c99f13a3,1340842149,6/27/12 8:09 PM,"Wednesday, June 27, 12","Wednesday, June 27, 12",Wednesday,8:09 PM,Palladium Athletic Facility,40.73342001,-73.98809062
164,4feba081e4b0b5eca7560404,1340842113,6/27/12 8:08 PM,"Wednesday, June 27, 12","Wednesday, June 27, 12",Wednesday,8:08 PM,ChatID,40.73870023,-73.9890146
165,4fea608fe4b0232fd641cc49,1340760207,6/26/12 9:23 PM,"Tuesday, June 26, 12","Tuesday, June 26, 12",Tuesday,9:23 PM,Murray's Falafel,40.73216623,-73.98190388
166,4fe9ba98e4b0f1cc9ce4ee67,1340717720,6/26/12 9:35 AM,"Tuesday, June 26, 12","Tuesday, June 26, 12",Tuesday,9:35 AM,ChatID,40.73870023,-73.9890146
167,4fe911e0e4b0e669a567d6be,1340674528,6/25/12 9:35 PM,"Monday, June 25, 12","Monday, June 25, 12",Monday,9:35 PM,Astoria Park Fireworks,40.77883747,-73.92228182
168,4fe90db2e4b05d378dd0920c,1340673458,6/25/12 9:17 PM,"Monday, June 25, 12","Monday, June 25, 12",Monday,9:17 PM,ChatID,40.73870023,-73.9890146
169,4fe8a83be4b098f61fc4f246,1340647483,6/25/12 2:04 PM,"Monday, June 25, 12","Monday, June 25, 12",Monday,2:04 PM,Potbelly Sandwich Shop,40.73751063,-73.99140716
170,4fe78d15e4b0756d134e071b,1340574997,6/24/12 5:56 PM,"Sunday, June 24, 12","Sunday, June 24, 12",Sunday,5:56 PM,Coney Island Bar & Grill,40.57562072,-73.98089379
171,4fe78662e4b08674cad32d45,1340573282,6/24/12 5:28 PM,"Sunday, June 24, 12","Sunday, June 24, 12",Sunday,5:28 PM,Coney Island Beach & Boardwalk,40.57334844,-73.98030281
172,4fe7863ae4b067dfbef7ec01,1340573242,6/24/12 5:27 PM,"Sunday, June 24, 12","Sunday, June 24, 12",Sunday,5:27 PM,Veselka,40.72915518,-73.9870289
173,4fe78626e4b05fe3b801542f,1340573222,6/24/12 5:27 PM,"Sunday, June 24, 12","Sunday, June 24, 12",Sunday,5:27 PM,Village Vanguard,40.73599766,-74.0014907
174,4fe618d1e4b05d1edc052553,1340479697,6/23/12 3:28 PM,"Saturday, June 23, 12","Saturday, June 23, 12",Saturday,3:28 PM,Liquiteria,40.7303135,-73.98622544
175,4fe61546e4b0b901aff3d115,1340478790,6/23/12 3:13 PM,"Saturday, June 23, 12","Saturday, June 23, 12",Saturday,3:13 PM,Palladium Athletic Facility,40.73342001,-73.98809062
176,4fe5c2cde4b045277ef1d929,1340457677,6/23/12 9:21 AM,"Saturday, June 23, 12","Saturday, June 23, 12",Saturday,9:21 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
177,4fe515d5e4b0756d125a33d0,1340413397,6/22/12 9:03 PM,"Friday, June 22, 12","Friday, June 22, 12",Friday,9:03 PM,Spring Lounge,40.72194135,-73.99625896
178,4fe48293e4b08c839cd9ea64,1340375699,6/22/12 10:34 AM,"Friday, June 22, 12","Friday, June 22, 12",Friday,10:34 AM,ChatID,40.73870023,-73.9890146
179,4fe3bfe2e4b0517d90a5bc19,1340325858,6/21/12 8:44 PM,"Thursday, June 21, 12","Thursday, June 21, 12",Thursday,8:44 PM,7 Stuyvesant Oval,40.73153678,-73.97951637
180,4fe332cfe4b053fe13e0b833,1340289743,6/21/12 10:42 AM,"Thursday, June 21, 12","Thursday, June 21, 12",Thursday,10:42 AM,ChatID,40.73870023,-73.9890146
181,4fe32aefe4b0b1a277f0fa16,1340287727,6/21/12 10:08 AM,"Thursday, June 21, 12","Thursday, June 21, 12",Thursday,10:08 AM,David's Bagels,40.73224896,-73.98166284
182,4fe32ad5e4b0a4008af5029a,1340287701,6/21/12 10:08 AM,"Thursday, June 21, 12","Thursday, June 21, 12",Thursday,10:08 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
183,4fe23b73e4b0b689ab6f880c,1340226419,6/20/12 5:06 PM,"Wednesday, June 20, 12","Wednesday, June 20, 12",Wednesday,5:06 PM,ChatID,40.73870023,-73.9890146
184,4fe23b60e4b060438990c7fa,1340226400,6/20/12 5:06 PM,"Wednesday, June 20, 12","Wednesday, June 20, 12",Wednesday,5:06 PM,Home's Kitchen,40.739638,-73.989228
185,4fe1b503e4b079e195e8cf6d,1340192003,6/20/12 7:33 AM,"Wednesday, June 20, 12","Wednesday, June 20, 12",Wednesday,7:33 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
186,4fe13bbfe4b00017d7cca626,1340160959,6/19/12 10:55 PM,"Tuesday, June 19, 12","Tuesday, June 19, 12",Tuesday,10:55 PM,Palladium Athletic Facility,40.73342001,-73.98809062
187,4fe0d0a7e4b0ffd81756bbbd,1340133543,6/19/12 3:19 PM,"Tuesday, June 19, 12","Tuesday, June 19, 12",Tuesday,3:19 PM,Eataly,40.74186151,-73.98943363
188,4fe09e7ae4b0e2a009e4a403,1340120698,6/19/12 11:44 AM,"Tuesday, June 19, 12","Tuesday, June 19, 12",Tuesday,11:44 AM,ChatID,40.73870023,-73.9890146
189,4fdfd083e4b02857f08db7ef,1340067971,6/18/12 9:06 PM,"Monday, June 18, 12","Monday, June 18, 12",Monday,9:06 PM,craftbar,40.73883035,-73.98984674
190,4fdf648de4b09d4fcd4a56fa,1340040333,6/18/12 1:25 PM,"Monday, June 18, 12","Monday, June 18, 12",Monday,1:25 PM,Chop't,40.74064034,-73.987813
191,4fdf3cdbe4b082d0773b5aeb,1340030171,6/18/12 10:36 AM,"Monday, June 18, 12","Monday, June 18, 12",Monday,10:36 AM,ChatID,40.73870023,-73.9890146
192,4fdebd88e4b052ec1b7deac4,1339997576,6/18/12 1:32 AM,"Monday, June 18, 12","Monday, June 18, 12",Monday,1:32 AM,Death & Co,40.72581151,-73.98489475
193,4fdddd4ce4b02cb4ecf1880b,1339940172,6/17/12 9:36 AM,"Sunday, June 17, 12","Sunday, June 17, 12",Sunday,9:36 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
194,4fdddd3ee4b0598b212f97ec,1339940158,6/17/12 9:35 AM,"Sunday, June 17, 12","Sunday, June 17, 12",Sunday,9:35 AM,Bar 82,40.72875747,-73.98756263
195,4fdd3de0e4b0f11e35710257,1339899360,6/16/12 10:16 PM,"Saturday, June 16, 12","Saturday, June 16, 12",Saturday,10:16 PM,Cafe Mogador,40.727293,-73.984517
196,4fdcd5a1e4b0523373d562f9,1339872673,6/16/12 2:51 PM,"Saturday, June 16, 12","Saturday, June 16, 12",Saturday,2:51 PM,Stuyvesant Oval Fountain,40.73201292,-73.9775765
197,4fdcbc74e4b049c33b6f4cc2,1339866228,6/16/12 1:03 PM,"Saturday, June 16, 12","Saturday, June 16, 12",Saturday,1:03 PM,ITP,40.72944585,-73.99366021
198,4fdbecb7e4b0dce4ffde2c07,1339813047,6/15/12 10:17 PM,"Friday, June 15, 12","Friday, June 15, 12",Friday,10:17 PM,Palladium Athletic Facility,40.73342001,-73.98809062
199,4fdbeca7e4b019d6069883a3,1339813031,6/15/12 10:17 PM,"Friday, June 15, 12","Friday, June 15, 12",Friday,10:17 PM,Madison Square Park,40.74218831,-73.98792419
200,4fdb71c6e4b0bcab810d546d,1339781574,6/15/12 1:32 PM,"Friday, June 15, 12","Friday, June 15, 12",Friday,1:32 PM,ChatID,40.73870023,-73.9890146
201,4fdb44f1e4b0a4975b5f6554,1339770097,6/15/12 10:21 AM,"Friday, June 15, 12","Friday, June 15, 12",Friday,10:21 AM,The HorseBox,40.730101,-73.980512
202,4fda2a9ae4b040461cb66b06,1339697818,6/14/12 2:16 PM,"Thursday, June 14, 12","Thursday, June 14, 12",Thursday,2:16 PM,ChatID,40.73870023,-73.9890146
203,4fd9f251e4b0e967fd1f87b7,1339683409,6/14/12 10:16 AM,"Thursday, June 14, 12","Thursday, June 14, 12",Thursday,10:16 AM,David's Bagels,40.73224896,-73.98166284
204,4fd9f234e4b0a04895b801d6,1339683380,6/14/12 10:16 AM,"Thursday, June 14, 12","Thursday, June 14, 12",Thursday,10:16 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
205,4fd8d881e4b0f87fa1019c1e,1339611265,6/13/12 2:14 PM,"Wednesday, June 13, 12","Wednesday, June 13, 12",Wednesday,2:14 PM,Eataly,40.74186151,-73.98943363
206,4fd8cf8ce4b03e22f30789a9,1339608972,6/13/12 1:36 PM,"Wednesday, June 13, 12","Wednesday, June 13, 12",Wednesday,1:36 PM,Lenny's,40.74189765,-73.99026569
207,4fd8a45de4b0c84933e36f8b,1339597917,6/13/12 10:31 AM,"Wednesday, June 13, 12","Wednesday, June 13, 12",Wednesday,10:31 AM,ChatID,40.73870023,-73.9890146
208,4fd8a057e4b04e404e1c5264,1339596887,6/13/12 10:14 AM,"Wednesday, June 13, 12","Wednesday, June 13, 12",Wednesday,10:14 AM,David's Bagels,40.73224896,-73.98166284
209,4fd86239e4b0859a9e732d91,1339580985,6/13/12 5:49 AM,"Wednesday, June 13, 12","Wednesday, June 13, 12",Wednesday,5:49 AM,7 Stuyvesant Oval,40.73153678,-73.97951637
210,4f5fb3a1e4b06f48bfe14afc,1331671969,3/13/12 4:52 PM,"Tuesday, March 13, 12","Tuesday, March 13, 12",Tuesday,4:52 PM,Palladium Athletic Facility,40.73342001,-73.98809062
211,4f5f9357e4b040463ddafa54,1331663703,3/13/12 2:35 PM,"Tuesday, March 13, 12","Tuesday, March 13, 12",Tuesday,2:35 PM,The Metropolitan Museum of Art,40.77893666,-73.9622982
212,4f5f9341e4b06c88610ab105,1331663681,3/13/12 2:34 PM,"Tuesday, March 13, 12","Tuesday, March 13, 12",Tuesday,2:34 PM,The Tippler,40.7420742,-74.00589215
213,4f56480ce4b01f7ad38c07ff,1331054604,3/6/12 1:23 PM,"Tuesday, March 6, 12","Tuesday, March 6, 12",Tuesday,1:23 PM,Tisch School Of The Arts,40.72953529,-73.99347782
214,4f5647eee4b0d04330408350,1331054574,3/6/12 1:22 PM,"Tuesday, March 6, 12","Tuesday, March 6, 12",Tuesday,1:22 PM,ITP,40.72944585,-73.99366021
215,4f54d93be4b036244cdacd34,1330960699,3/5/12 11:18 AM,"Monday, March 5, 12","Monday, March 5, 12",Monday,11:18 AM,The Colbert Report,40.76785451,-73.99084792
216,4f54206ee4b0d3a8f69980f2,1330913390,3/4/12 10:09 PM,"Sunday, March 4, 12","Sunday, March 4, 12",Sunday,10:09 PM,Ten Degrees,40.726876,-73.983532
217,4f542036e4b063296ee3ca93,1330913334,3/4/12 10:08 PM,"Sunday, March 4, 12","Sunday, March 4, 12",Sunday,10:08 PM,ITP,40.72944585,-73.99366021
218,4f53c6ebe4b06025ea550f52,1330890475,3/4/12 3:47 PM,"Sunday, March 4, 12","Sunday, March 4, 12",Sunday,3:47 PM,Palladium Athletic Facility,40.73342001,-73.98809062
219,4f5169fee4b050039c7c3ec6,1330735614,3/2/12 8:46 PM,"Friday, March 2, 12","Friday, March 2, 12",Friday,8:46 PM,ITP,40.72944585,-73.99366021
220,4f51346be4b0b5d9dce30cfa,1330721899,3/2/12 4:58 PM,"Friday, March 2, 12","Friday, March 2, 12",Friday,4:58 PM,The Colbert Report,40.76785451,-73.99084792
221,4f5069c6e4b0daf96c89471b,1330670022,3/2/12 2:33 AM,"Friday, March 2, 12","Friday, March 2, 12",Friday,2:33 AM,Lunasa,40.72725223,-73.98542197
222,4f4fde0fe4b0cad93ca0b1ed,1330634255,3/1/12 4:37 PM,"Thursday, March 1, 12","Thursday, March 1, 12",Thursday,4:37 PM,ITP,40.72944585,-73.99366021
223,4f4f874ee4b008082c6b767d,1330612046,3/1/12 10:27 AM,"Thursday, March 1, 12","Thursday, March 1, 12",Thursday,10:27 AM,Palladium Athletic Facility,40.73342001,-73.98809062
224,4f4ede2be4b07dc4ef9fbf03,1330568747,2/29/12 10:25 PM,"Wednesday, February 29, 12","Wednesday, February 29, 12",Wednesday,10:25 PM,Pommes Frites,40.72817023,-73.98784958
225,4f4ede0de4b03cdd7978b605,1330568717,2/29/12 10:25 PM,"Wednesday, February 29, 12","Wednesday, February 29, 12",Wednesday,10:25 PM,ITP,40.72944585,-73.99366021
226,4f4d1009e4b0cb12b8bea1e8,1330450441,2/28/12 1:34 PM,"Tuesday, February 28, 12","Tuesday, February 28, 12",Tuesday,1:34 PM,ITP,40.72944585,-73.99366021
227,4f4d0c1ae4b082dc5b42f006,1330449434,2/28/12 1:17 PM,"Tuesday, February 28, 12","Tuesday, February 28, 12",Tuesday,1:17 PM,D & P Barber Shop,40.72720998,-73.98616076
228,4f4c1b10e4b0acb46614c332,1330387728,2/27/12 8:08 PM,"Monday, February 27, 12","Monday, February 27, 12",Monday,8:08 PM,The Colbert Report,40.76785451,-73.99084792
229,4f4a89d4e4b01739bc04fe25,1330285012,2/26/12 3:36 PM,"Sunday, February 26, 12","Sunday, February 26, 12",Sunday,3:36 PM,Palladium Athletic Facility,40.73342001,-73.98809062
230,4f49c29be4b0b8ab47d680ac,1330234011,2/26/12 1:26 AM,"Sunday, February 26, 12","Sunday, February 26, 12",Sunday,1:26 AM,Crooked Tree,40.727168,-73.984182
231,4f4817dfe4b0bde50897f8d5,1330124767,2/24/12 7:06 PM,"Friday, February 24, 12","Friday, February 24, 12",Friday,7:06 PM,The Colbert Report,40.76785451,-73.99084792
232,4f477b08e4b0c8395e72c3ff,1330084616,2/24/12 7:56 AM,"Friday, February 24, 12","Friday, February 24, 12",Friday,7:56 AM,St. Mark's Ale House,40.7295196,-73.989779
233,4f46b426e4b0186351247466,1330033702,2/23/12 5:48 PM,"Thursday, February 23, 12","Thursday, February 23, 12",Thursday,5:48 PM,ITP,40.72944585,-73.99366021
234,4f468b22e4b0cc9b8120cb52,1330023202,2/23/12 2:53 PM,"Thursday, February 23, 12","Thursday, February 23, 12",Thursday,2:53 PM,Palladium Athletic Facility,40.73342001,-73.98809062
235,4f4525a0e4b0ea314bc4bd64,1329931680,2/22/12 1:28 PM,"Wednesday, February 22, 12","Wednesday, February 22, 12",Wednesday,1:28 PM,ITP,40.72944585,-73.99366021
236,4f446466e4b0d7734324c488,1329882214,2/21/12 11:43 PM,"Tuesday, February 21, 12","Tuesday, February 21, 12",Tuesday,11:43 PM,Regal Union Square Stadium 14,40.73416736,-73.99048716
237,4f43d28ce4b011b007ecdc47,1329844876,2/21/12 1:21 PM,"Tuesday, February 21, 12","Tuesday, February 21, 12",Tuesday,1:21 PM,ITP,40.72944585,-73.99366021
238,4f426b77e4b024a96b793ed6,1329752951,2/20/12 11:49 AM,"Monday, February 20, 12","Monday, February 20, 12",Monday,11:49 AM,The Colbert Report,40.76785451,-73.99084792
239,4f41109ee4b0daed4365b3e9,1329664158,2/19/12 11:09 AM,"Sunday, February 19, 12","Sunday, February 19, 12",Sunday,11:09 AM,Palladium Athletic Facility,40.73342001,-73.98809062
240,4f3ff897e4b02a1896c04210,1329592471,2/18/12 3:14 PM,"Saturday, February 18, 12","Saturday, February 18, 12",Saturday,3:14 PM,ITP,40.72944585,-73.99366021
241,4f3eedfbe4b071478fef30df,1329524219,2/17/12 8:16 PM,"Friday, February 17, 12","Friday, February 17, 12",Friday,8:16 PM,Theater Row - The Beckett,40.75828952,-73.99324991
242,4f3e7e26e4b0e4bab9df126c,1329495590,2/17/12 12:19 PM,"Friday, February 17, 12","Friday, February 17, 12",Friday,12:19 PM,The Colbert Report,40.76785451,-73.99084792
243,4f3d5e34e4b054d24125d964,1329421876,2/16/12 3:51 PM,"Thursday, February 16, 12","Thursday, February 16, 12",Thursday,3:51 PM,ITP,40.72944585,-73.99366021
244,4f3d5e28e4b022e41dc88fb6,1329421864,2/16/12 3:51 PM,"Thursday, February 16, 12","Thursday, February 16, 12",Thursday,3:51 PM,Palladium Athletic Facility,40.73342001,-73.98809062
245,4f3d5e0ae4b054d24125abbb,1329421834,2/16/12 3:50 PM,"Thursday, February 16, 12","Thursday, February 16, 12",Thursday,3:50 PM,Bully's Deli,40.730642,-73.992378
246,4f3c6acee4b02fa0cf317172,1329359566,2/15/12 10:32 PM,"Wednesday, February 15, 12","Wednesday, February 15, 12",Wednesday,10:32 PM,Big Gay Ice Cream Shop,40.72634865,-73.98415715
247,4f3c54e7e4b08f6e57b29318,1329353959,2/15/12 8:59 PM,"Wednesday, February 15, 12","Wednesday, February 15, 12",Wednesday,8:59 PM,ITP,40.72944585,-73.99366021
248,4f3bd386e4b0839f5a22b9b0,1329320838,2/15/12 11:47 AM,"Wednesday, February 15, 12","Wednesday, February 15, 12",Wednesday,11:47 AM,Whole Foods,40.73485229,-73.99108529
249,4f3bd36ee4b03c21a755af5b,1329320814,2/15/12 11:46 AM,"Wednesday, February 15, 12","Wednesday, February 15, 12",Wednesday,11:46 AM,Times Square,40.75648987,-73.98626804
