41.0,111.0,41.0,111.0,14,8311,36.0,35.0,40.0
41.0,110.0,41.0,110.0,15,8310,37.0,35.0,40.0
42.0,109.0,42.0,109.0,16,8509,53.0,51.0,56.0
41.0,108.0,41.0,108.0,17,8308,46.0,45.0,51.0
41.0,107.0,41.0,107.0,18,8307,43.0,40.0,47.0
40.0,106.0,40.0,106.0,19,8106,36.0,33.0,42.0
41.0,105.0,41.0,105.0,20,8305,38.0,35.0,44.0
41.0,104.0,41.0,104.0,21,8304,34.0,32.0,43.0
41.0,103.0,41.0,103.0,22,8303,29.0,30.0,34.0
41.0,102.0,41.0,102.0,23,8302,34.0,36.0,48.0
41.0,101.0,41.0,101.0,24,8301,10.0,14.0,25.0
41.0,100.0,41.0,100.0,25,8300,39.0,40.0,34.0
40.0,99.0,40.0,99.0,26,8099,97.0,85.0,85.0
40.0,98.0,40.0,98.0,27,8098,13.0,23.0,22.0
41.0,97.0,41.0,97.0,28,8297,17.0,17.0,25.0
41.0,96.0,41.0,96.0,29,8296,38.0,33.0,37.0
41.0,95.0,41.0,95.0,30,8295,57.0,51.0,55.0
41.0,94.0,41.0,94.0,31,8294,46.0,50.0,53.0
40.0,93.0,40.0,93.0,32,8093,21.0,26.0,30.0
40.0,92.0,40.0,92.0,33,8092,27.0,25.0,36.0
39.0,91.0,39.0,91.0,34,7891,30.0,31.0,35.0
38.0,90.0,38.0,90.0,35,7690,51.0,50.0,55.0
37.0,89.0,37.0,89.0,36,7489,22.0,25.0,32.0
37.0,88.0,37.0,88.0,37,7488,16.0,15.0,21.0
37.0,87.0,37.0,87.0,38,7487,25.0,25.0,35.0
36.0,86.0,36.0,86.0,39,7286,43.0,52.0,61.0
35.0,85.0,35.0,85.0,40,7085,46.0,56.0,65.0
36.0,84.0,36.0,84.0,41,7284,36.0,45.0,54.0
36.0,83.0,36.0,83.0,42,7283,33.0,42.0,51.0
35.0,82.0,35.0,82.0,43,7082,39.0,49.0,58.0
36.0,81.0,36.0,81.0,44,7281,31.0,40.0,49.0
35.0,80.0,35.0,80.0,45,7080,20.0,29.0,38.0
35.0,79.0,35.0,79.0,46,7079,29.0,36.0,46.0
34.0,78.0,34.0,78.0,47,6878,27.0,31.0,42.0
35.0,77.0,35.0,77.0,48,7077,41.0,45.0,57.0
36.0,76.0,36.0,76.0,49,7276,24.0,28.0,40.0
35.0,75.0,35.0,75.0,50,7075,33.0,37.0,48.0
35.0,74.0,35.0,74.0,51,7074,37.0,41.0,50.0
35.0,73.0,35.0,73.0,52,7073,38.0,43.0,49.0
36.0,72.0,36.0,72.0,53,7272,33.0,37.0,48.0
36.0,71.0,36.0,71.0,54,7271,38.0,42.0,53.0
35.0,70.0,35.0,70.0,55,7070,24.0,27.0,36.0
35.0,69.0,35.0,69.0,56,7069,21.0,25.0,34.0
34.0,68.0,34.0,68.0,57,6868,27.0,30.0,39.0
35.0,67.0,35.0,67.0,58,7067,23.0,26.0,35.0
35.0,66.0,35.0,66.0,59,7066,23.0,30.0,38.0
36.0,65.0,36.0,65.0,60,7265,24.0,29.0,35.0
36.0,64.0,36.0,64.0,61,7264,19.0,22.0,27.0
35.0,63.0,35.0,63.0,62,7063,9.0,28.0,32.0
35.0,62.0,35.0,62.0,63,7062,22.0,18.0,32.0
34.0,61.0,34.0,61.0,64,6861,12.0,12.0,12.0
33.0,60.0,33.0,60.0,65,6660,24.0,16.0,13.0
33.0,59.0,33.0,59.0,66,6659,5.0,10.0,16.0
33.0,58.0,33.0,58.0,67,6658,14.0,16.0,28.0
32.0,57.0,32.0,57.0,68,6457,94.0,63.0,68.0
31.0,56.0,31.0,56.0,69,6256,58.0,57.0,55.0
32.0,55.0,32.0,55.0,70,6455,56.0,51.0,47.0
31.0,54.0,31.0,54.0,71,6254,181.0,121.0,97.0
30.0,53.0,30.0,53.0,72,6053,232.0,102.0,78.0
29.0,52.0,29.0,52.0,73,5852,251.0,115.0,75.0
28.0,51.0,28.0,51.0,74,5651,152.0,97.0,77.0
27.0,50.0,27.0,50.0,75,5450,10.0,24.0,33.0
26.0,49.0,26.0,49.0,76,5249,22.0,28.0,40.0
26.0,48.0,26.0,48.0,77,5248,70.0,58.0,46.0
26.0,47.0,26.0,47.0,78,5247,212.0,141.0,89.0
25.0,46.0,25.0,46.0,79,5046,117.0,94.0,80.0
24.0,45.0,24.0,45.0,80,4845,79.0,51.0,48.0
23.0,44.0,23.0,44.0,81,4644,107.0,67.0,55.0
23.0,43.0,23.0,43.0,82,4643,115.0,68.0,62.0
24.0,42.0,24.0,42.0,82,4842,36.0,38.0,33.0
25.0,41.0,25.0,41.0,83,5041,0.0,12.0,29.0
25.0,40.0,25.0,40.0,84,5040,26.0,37.0,43.0
24.0,39.0,24.0,39.0,85,4839,40.0,51.0,57.0
23.0,38.0,23.0,38.0,86,4638,40.0,47.0,57.0
24.0,37.0,24.0,37.0,87,4837,35.0,44.0,53.0
24.0,36.0,24.0,36.0,88,4836,39.0,50.0,56.0
25.0,35.0,25.0,35.0,89,5035,12.0,15.0,22.0
25.0,34.0,25.0,34.0,90,5034,9.0,13.0,24.0
26.0,33.0,26.0,33.0,91,5233,20.0,20.0,30.0
